sampleid	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	SampleID_2	Qiita_studyID
glass_lizard.1	13114.song.52.s003	13114.0	Ophisaurus-apodus_Song52_24080_host_filtered_r1r2combined.fastq.gz	25754908.0	25754842.0	7.41085889	7.0	Chordata	Reptilia	Anguidae	Ophisaurus	Metazoa	Squamata	Ophisaurus_apodus	Varanus_komodoensis	Pseudopus_apodus	Glass_lizard	flightless	terrestrial,flightless	omnivore	USA			carnivore	carnivore	captive	Ophisaurus-apodus_Song52_24080_filtered_r1r2interleaved	study13114
rabbit.1	13881.SAMEA6809437	13881.0	Oryctolagus-cuniculus_SAMEA6809437.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10153532.0	10128850.0	7.00556014	7.0	Chordata	Mammalia	Leporidae	Oryctolagus	Metazoa	Lagomorpha	Oryctolagus_cuniculus	Oryctolagus_cuniculus	Oryctolagus_cuniculus	rabbit			herbivore	Austria		feces	herbivore	herbivore	captive	Oryctolagus-cuniculus_SAMEA6809437.ebi_filtered_r1r2interleaved_sampleCombined	study13881
thick-tailed_bush_baby.1	13881.SAMEA6809568	13881.0	Otolemur-crassicaudatus_SAMEA6809568.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2748492.0	2530254.0	6.40316412	6.0	Chordata	Mammalia	Galagidae	Otolemur	Metazoa	Primates	Otolemur_crassicaudatus	Otolemur_garnettii	Otolemur_crassicaudatus	thick-tailed_bush_baby			omnivore	SouthAfrica		feces	frugivore	herbivore	wild	Otolemur-crassicaudatus_SAMEA6809568.ebi_filtered_r1r2interleaved_sampleCombined	study13881
sheep.1	13881.SAMEA6809430	13881.0	Ovis-aries_SAMEA6809430.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	12073722.0	12068618.0	7.081657541	7.0	Chordata	Mammalia	Bovidae	Ovis	Metazoa	Artiodactyla	Ovis_aries	Ovis_aries	Ovis_aries	sheep			herbivore	Austria		feces	herbivore	herbivore	captive	Ovis-aries_SAMEA6809430.ebi_filtered_r1r2interleaved_sampleCombined	study13881
mouflon.1	13881.SAMEA6809605	13881.0	Ovis-aries_SAMEA6809605.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	14379084.0	4533908.0	6.656472703	7.0	Chordata	Mammalia	Bovidae	Ovis	Metazoa	Artiodactyla	Ovis_aries_musimon	Ovis_aries_musimon	Ovis_aries	mouflon			herbivore	Austria		feces	herbivore	herbivore	captive	Ovis-aries_SAMEA6809605.ebi_filtered_r1r2interleaved_sampleCombined	study13881
chimpanzee.3	11212.Ptr11	11212.0	Propithecus-verreauxi_Ptr11_GGCTAC_L004_001_filtered_r1r2combined.fastq.gz	15444250.0	15425724.0	7.188245557	7.0	Chordata	Mammalia	Hominidae	Pan	Metazoa	Primates	Pan_troglodytes	Pan_troglodytes	Pan_troglodytes	chimpanzee	flightless			Uganda	Rainforest	stool	omnivore	omnivore	wild	Propithecus-verreauxi_Ptr11_GGCTAC_L004_001_filtered_r1r2interleaved	study11212
lion.1	13881.SAMEA6809575	13881.0	Panthera-leo_SAMEA6809575.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8762536.0	1201442.0	6.07970281	6.0	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera_leo	Panthera_leo	Panthera_leo	lion			carnivore	SouthAfrica		feces	carnivore	carnivore	wild	Panthera-leo_SAMEA6809575.ebi_filtered_r1r2interleaved_sampleCombined	study13881
leopard.1	13881.SAMEA6809574	13881.0	Panthera-pardus_SAMEA6809574.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9249596.0	5038598.0	6.70230971	7.0	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera_pardus	Panthera_pardus	Panthera_pardus	leopard			carnivore	SouthAfrica		feces	carnivore	carnivore	wild	Panthera-pardus_SAMEA6809574.ebi_filtered_r1r2interleaved_sampleCombined	study13881
olive_baboon.3	11212.JB24	11212.0	Papio-anubis_JB24_GTTTCG_L003_001_filtered_r1r2combined.fastq.gz	10184802.0	10162760.0	7.00701167	7.0	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_anubis	Papio_anubis	Papio_anubis	olive_baboon	flightless			Ethiopia	na	stool	omnivore	omnivore	wild	Papio-anubis_JB24_GTTTCG_L003_001_filtered_r1r2interleaved	study11212
hamadryas_baboon.3	11212.JB15	11212.0	Papio-hamadryas_JB15_GCCAAT_L004_001_filtered_r1r2combined.fastq.gz	11170964.0	11133768.0	7.046642167000001	7.0	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_hamadryas	Papio_anubis	Papio_hamadryas	hamadryas_baboon	flightless			Ethiopia	na	stool	omnivore	omnivore	wild	Papio-hamadryas_JB15_GCCAAT_L004_001_filtered_r1r2interleaved	study11212
chacma_baboon.1	13881.SAMEA6809567	13881.0	Papio-ursinus_SAMEA6809567.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6095010.0	6094488.0	6.784937226	7.0	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_ursinus	Papio_anubis	Papio_ursinus	Chacma_baboon			omnivore	SouthAfrica		feces	omnivore_scavenger	omnivore	wild	Papio-ursinus_SAMEA6809567.ebi_filtered_r1r2interleaved_sampleCombined	study13881
harris_hawk.1	11166.ATL.24553.hawk	11166.0	Parabuteo-unicinctus_S_S_Temp_D711-AK1543_filtered_r1r2combined.fastq.gz	1911848.0	987520.0	5.9945459	6.0	Chordata	Aves	Accipitridae	Parabuteo	Metazoa	Falconiformes	Parabuteo_unicinctus	Haliaeetus_leucocephalus	Parabuteo_unicinctus	Harris_hawk	flighted			USA			carnivore	carnivore	captive	Parabuteo-unicinctus_S_S_Temp_D711-AK1543_filtered_r1r2interleaved	study11166
great_spotted_woodpecker.1	13881.SAMEA6809407	13881.0	Parus-major_SAMEA6809407.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3860290.0	3814030.0	6.581384105	7.0	Chordata	Aves	Paridae	Parus	Metazoa	Passeriformes	Parus_major	Parus_major	Parus_major	Great_Tit			omnivore	Hungary		feces	insectivore	carnivore	wild	Parus-major_SAMEA6809407.ebi_filtered_r1r2interleaved_sampleCombined	study13881
climbing_toad.1	13114.song.52.s014	13114.0	Pedostibes-hosii_Song52_25153_host_filtered_r1r2combined.fastq.gz	23238836.0	23236318.0	7.366167311	7.0	Chordata	Amphibia	Bufonidae	Pedostibes	Metazoa	Anura	Pedostibes_hosii	Rhinella_marina	Pedostibes_hosii	Climbing_toad	flightless	terrestrial,flightless	insectivore	USA			insectivore	carnivore	captive	Pedostibes-hosii_Song52_25153_filtered_r1r2interleaved	study13114
european_perch.1	13881.SAMEA6809604	13881.0	Perca-fluviatilis_SAMEA6809604.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2933210.0	609468.0	5.784950908	6.0	Chordata	Actinopterygii	Percidae	Perca	Metazoa	Perciformes	Perca_fluviatilis	Perca_fluviatilis	Perca_fluviatilis	European_perch			carnivore	Austria		feces	carnivore	carnivore	wild	Perca-fluviatilis_SAMEA6809604.ebi_filtered_r1r2interleaved_sampleCombined	study13881
sea_lamprey.3	11166.lamprey.24173.lamprey	11166.0	Petromyzon-marinus_S_S_Temp_D701-AK1544_filtered_r1r2combined.fastq.gz	105797434.0	6050832.0	6.781815095	7.0	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon_marinus	Petromyzon_marinus	Petromyzon_marinus	sea_lamprey	flightless			USA			sanguivore	carnivore	wild	Petromyzon-marinus_S_S_Temp_D701-AK1544_filtered_r1r2interleaved	study11166
great_cormorant.1	13881.SAMEA6809402	13881.0	Phalacrocorax-carbo_SAMEA6809402.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10868110.0	1693872.0	6.228880589	6.0	Chordata	Aves	Phalacrocoracidae	Phalacrocorax	Metazoa	Pelecaniformes	Phalacrocorax_carbo	Phalacrocorax_carbo	Phalacrocorax_carbo	great_cormorant			carnivore	Austria		feces	carnivore	carnivore	wild	Phalacrocorax-carbo_SAMEA6809402.ebi_filtered_r1r2interleaved_sampleCombined	study13881
koala.1	13881.SAMEA6809480	13881.0	Phascolarctos-cinereus_SAMEA6809480.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6458236.0	6457290.0	6.8100502910000005	7.0	Chordata	Mammalia	Phascolarctidae	Phascolarctos	Metazoa	Diprotodontia	Phascolarctos_cinereus	Phascolarctos_cinereus	Phascolarctos_cinereus	koala			herbivore	Australia		feces	herbivore	herbivore	wild	Phascolarctos-cinereus_SAMEA6809480.ebi_filtered_r1r2interleaved_sampleCombined	study13881
ring-necked_pheasant.1	13881.SAMEA6809470	13881.0	Phasianus-colchicus_SAMEA6809470.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9587380.0	591076.0	5.771643326	6.0	Chordata	Aves	Phasianidae	Phasianus	Metazoa	Galliformes	Phasianus_colchicus	Phasianus_colchicus	Phasianus_colchicus	Ring-necked_pheasant			omnivore	Austria		gut	herbivore	herbivore	wild	Phasianus-colchicus_SAMEA6809470.ebi_filtered_r1r2interleaved_sampleCombined	study13881
gray_four-eyed_opossum.1	13881.SAMEA6809534	13881.0	Philander-opossum_SAMEA6809534.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1414834.0	1414746.0	6.150678475	6.0	Chordata	Mammalia	Didelphidae	Philander	Metazoa	Didelphimorphia	Philander_opossum	Monodelphis_domestica	Philander_opossum	gray_four-eyed_opossum			omnivore	CostaRica		gut	omnivore	omnivore	wild	Philander-opossum_SAMEA6809534.ebi_filtered_r1r2interleaved_sampleCombined	study13881
harbor_seal.1	13881.SAMEA6809508	13881.0	Phoca-vitulina_SAMEA6809508.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1139482.0	979814.0	5.991143641	6.0	Chordata	Mammalia	Phocidae	Phoca	Metazoa	Carnivora	Phoca_vitulina	Phoca_vitulina	Phoca_vitulina	harbor_seal			carnivore	UnitedKingdom		feces	carnivore	carnivore	wild	Phoca-vitulina_SAMEA6809508.ebi_filtered_r1r2interleaved_sampleCombined	study13881
harbor_porpoise.1	13881.SAMEA6809504	13881.0	Phocoena-phocoena_SAMEA6809504.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	38776874.0	1407632.0	6.148489131	6.0	Chordata	Mammalia	Phocoenidae	Phocoena	Metazoa	Artiodactyla	Phocoena_phocoena	Phocoena_phocoena	Phocoena_phocoena	harbor_porpoise			carnivore	UnitedKingdom		feces	carnivore	carnivore	wild	Phocoena-phocoena_SAMEA6809504.ebi_filtered_r1r2interleaved_sampleCombined	study13881
striped_hyena.1	13881.SAMEA6809361	13881.0	Phodopus-sungorus_SAMEA6809361.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	12817504.0	7178678.0	6.856044473	7.0	Chordata	Mammalia	Cricetidae	Phodopus	Metazoa	Rodentia	Phodopus_sungorus	Phodopus_sungorus	Phodopus_sungorus	Striped_Desert_Hamster			omnivore	Austria		gut	omnivore	omnivore	captive	Phodopus-sungorus_SAMEA6809361.ebi_filtered_r1r2interleaved_sampleCombined	study13881
eurasian_chiffchaff.1	13881.SAMEA6809621	13881.0	Phylloscopus-collybita_SAMEA6809621.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	52836048.0	52776036.0	7.722436767	8.0	Chordata	Aves	Phylloscopidae	Phylloscopus	Metazoa	Passeriformes	Phylloscopus_collybita	Phylloscopus_trochilus	Phylloscopus_collybita	eurasian_chiffchaff			omnivore	Austria		feces	insectivore	carnivore	wild	Phylloscopus-collybita_SAMEA6809621.ebi_filtered_r1r2interleaved_sampleCombined	study13881
common_magpie.1	13881.SAMEA6809465	13881.0	Pica-pica_SAMEA6809465.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4112984.0	3600596.0	6.556374395	7.0	Chordata	Aves	Corvidae	Pica	Metazoa	Passeriformes	Pica_pica	Corvus_brachyrhynchos	Pica_pica	Common_magpie			omnivore	Hungary		feces	omnivore	omnivore	wild	Pica-pica_SAMEA6809465.ebi_filtered_r1r2interleaved_sampleCombined	study13881
western_red_colobus.5	11212.RC2098	11212.0	Piliocolobus-badius_RC2098_TTAGGC_L004_001_filtered_r1r2combined.fastq.gz	15754714.0	15708940.0	7.1961468810000015	7.0	Chordata	Mammalia	Cercopithecidae	Piliocolobus	Metazoa	Primates	Piliocolobus_badius	Piliocolobus_tephrosceles	Piliocolobus_badius	western_red_colobus	flightless		Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild	Piliocolobus-badius_RC2098_TTAGGC_L004_001_filtered_r1r2interleaved	study11212
common_nase.1	13881.SAMEA6809463	13881.0	Pipistrellus-pipistrellus_SAMEA6809463.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7898608.0	4491290.0	6.652371098	7.0	Chordata	Mammalia	Vespertilionidae	Pipistrellus	Metazoa	Chiroptera	Pipistrellus_pipistrellus	Pipistrellus_pipistrellus	Pipistrellus_pipistrellus	common_pipistrelle			carnivore	Hungary		gut	insectivore	carnivore	wild	Pipistrellus-pipistrellus_SAMEA6809463.ebi_filtered_r1r2interleaved_sampleCombined	study13881
italian_wall_lizard.1	13881.SAMEA6809450	13881.0	Podarcis-siculus_SAMEA6809450.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1409398.0	1409298.0	6.149002836	6.0	Chordata	Reptilia	Lacertidae	Podarcis	Metazoa	Squamata	Podarcis_siculus	Podarcis_muralis	Podarcis_siculus	Italian_wall_lizard			carnivore	Croatia		feces	insectivore	carnivore	wild	Podarcis-siculus_SAMEA6809450.ebi_filtered_r1r2interleaved_sampleCombined	study13881
central_bearded_dragon.1	13881.SAMEA6809486	13881.0	Pogona-vitticeps_SAMEA6809486.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	36785688.0	5988190.0	6.777295572000001	7.0	Chordata	Reptilia	Agamidae	Pogona	Metazoa	Squamata	Pogona_vitticeps	Pogona_vitticeps	Pogona_vitticeps	central_bearded_dragon			omnivore	Australia		feces	insectivore	carnivore	wild	Pogona-vitticeps_SAMEA6809486.ebi_filtered_r1r2interleaved_sampleCombined	study13881
kinkajou.1	13881.SAMEA6809525	13881.0	Potos-flavus_SAMEA6809525.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4472346.0	3539538.0	6.548946579	7.0	Chordata	Mammalia	Procyonidae	Potos	Metazoa	Carnivora	Potos_flavus	Potos_flavus	Potos_flavus	kinkajou			omnivore	CostaRica		feces	omnivore_frugivore	omnivore	wild	Potos-flavus_SAMEA6809525.ebi_filtered_r1r2interleaved_sampleCombined	study13881
raccoon.1	13881.SAMEA6809526	13881.0	Procyon-lotor_SAMEA6809526.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2581418.0	2579900.0	6.411602873	6.0	Chordata	Mammalia	Procyonidae	Procyon	Metazoa	Carnivora	Procyon_lotor	Procyon_lotor	Procyon_lotor	raccoon			omnivore	CostaRica		feces	carnivore	carnivore	wild	Procyon-lotor_SAMEA6809526.ebi_filtered_r1r2interleaved_sampleCombined	study13881
tome's_spiny-rat.1	13881.SAMEA6809538	13881.0	Proechimys-semispinosus_SAMEA6809538.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8202270.0	6373404.0	6.804371449	7.0	Chordata	Mammalia	Echimyidae	Proechimys	Metazoa	Rodentia	Proechimys_semispinosus	Myocastor_coypus	Proechimys_guairae	Tome's_spiny-rat			herbivore	CostaRica		gut	omnivore	omnivore	wild	Proechimys-semispinosus_SAMEA6809538.ebi_filtered_r1r2interleaved_sampleCombined	study13881
white_sifaka.3	11212.PVPam	11212.0	Pan-troglodytes_PVPam_CGTACG_L004_001_filtered_r1r2combined.fastq.gz	9731818.0	9729944.0	6.9881103410000005	7.0	Chordata	Mammalia	Indriidae	Propithecus	Metazoa	Primates	Propithecus_verreauxi	Propithecus_coquereli	Propithecus_verreauxi	white_sifaka	flightless		Folivore	Madagascar	DryForest	stool	folivore	herbivore	wild	Pan-troglodytes_PVPam_CGTACG_L004_001_filtered_r1r2interleaved	study11212
dunnock.1	13881.SAMEA6809627	13881.0	Prunella-modularis_SAMEA6809627.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7895834.0	7608288.0	6.881286944	7.0	Chordata	Aves	Passeridae	Prunella	Metazoa	Passeriformes	Prunella_modularis	Prunella_fulvescens	Prunella_modularis	Dunnock			omnivore	Austria		feces	omnivore	omnivore	wild	Prunella-modularis_SAMEA6809627.ebi_filtered_r1r2interleaved_sampleCombined	study13881
fat_sand_rat.1	13881.SAMEA6809550	13881.0	Psammomys-obesus_SAMEA6809550.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2091634.0	2091376.0	6.32043212	6.0	Chordata	Mammalia	Muridae	Psammomys	Metazoa	Rodentia	Psammomys_obesus	Psammomys_obesus	Psammomys_obesus	fat_sand_rat			herbivore	Austria		feces	herbivore	herbivore	captive	Psammomys-obesus_SAMEA6809550.ebi_filtered_r1r2interleaved_sampleCombined	study13881
siberian_flying_squirrel.3	11166.AR.M43.flyingsquirrel	11166.0	Pteromys-volans_S_S_Temp_D703-AK1544_filtered_r1r2combined.fastq.gz	108681610.0	107981904.0	8.033350981	8.0	Chordata	Mammalia	Sciuridae	Pteromys	Metazoa	Rodentia	Pteromys_volans	Sciurus_vulgaris	Pteromys_volans	Siberian_flying_squirrel	flightless			Finland			herbivore	herbivore	wild	Pteromys-volans_S_S_Temp_D703-AK1544_filtered_r1r2interleaved	study11166
giant_otter.1	13114.song.75.s001	13114.0	Pteronura-brasiliensis_Song75_24084_host_filtered_r1r2combined.fastq.gz	74912.0	74786.0	4.873820305	5.0	Chordata	Mammalia	Mustelidae	Pteronura	Metazoa	Carnivora	Pteronura_brasiliensis	Pteronura_brasiliensis	Pteronura_brasiliensis	Giant_otter	flightless	terrestrial,flightless	carnivore	USA			carnivore	carnivore	captive	Pteronura-brasiliensis_Song75_24084_filtered_r1r2interleaved	study13114
red_shanked_douc_langur.1	13881.SAMEA6809445	13881.0	Pygathrix-nemaeus_SAMEA6809445.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2167198.0	2167126.0	6.335884162999999	6.0	Chordata	Mammalia	Cercopithecidae	Pygathrix	Metazoa	Primates	Pygathrix_nemaeus	Pygathrix_nemaeus	Pygathrix_nemaeus	Red_shanked_douc_langur			herbivore	VietNam		feces	folivore	herbivore	wild	Pygathrix-nemaeus_SAMEA6809445.ebi_filtered_r1r2interleaved_sampleCombined	study13881
spider_tortoise.1	13114.song.52.s006	13114.0	Pyxis-arachnoides_Song52_25039_host_filtered_r1r2combined.fastq.gz	19809230.0	19726834.0	7.29505739	7.0	Chordata	Reptilia	Testudinidae	Pyxis	Metazoa	Testudines	Pyxis_arachnoides	Chelonoidis_abingdonii	Pyxis_arachnoides	Spider_tortoise	flightless	terrestrial,flightless	herbivore	USA			omnivore	omnivore	captive	Pyxis-arachnoides_Song52_25039_filtered_r1r2interleaved	study13114
water_rail.1	13881.SAMEA6809626	13881.0	Rallus-aquaticus_SAMEA6809626.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1462000.0	1461658.0	6.164845767999999	6.0	Chordata	Aves	Rallidae	Rallus	Metazoa	Gruiformes	Rallus_aquaticus	Gallirallus_okinawae	Rallus_aquaticus	Water_Rail			omnivore	Austria		feces	omnivore	omnivore	wild	Rallus-aquaticus_SAMEA6809626.ebi_filtered_r1r2interleaved_sampleCombined	study13881
agile_frog.1	13881.SAMEA6809420	13881.0	Rana-dalmatina_SAMEA6809420.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5853498.0	2831584.0	6.45202945	6.0	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana_dalmatina	Rana_temporaria	Rana_dalmatina	agile_frog			carnivore	Austria		feces	insectivore	carnivore	wild	Rana-dalmatina_SAMEA6809420.ebi_filtered_r1r2interleaved_sampleCombined	study13881
common_frog.1	13881.SAMEA6809418	13881.0	Rana-temporaria_SAMEA6809418.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11394398.0	2214802.0	6.345334907000001	6.0	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana_temporaria	Rana_temporaria	Rana_temporaria	common_frog			carnivore	Austria		feces	carnivore	carnivore	wild	Rana-temporaria_SAMEA6809418.ebi_filtered_r1r2interleaved_sampleCombined	study13881
fulvous_harvest_mouse.1	13881.SAMEA6809536	13881.0	Reithrodontomys-fulvescens_SAMEA6809536.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5550728.0	5411876.0	6.733347837	7.0	Chordata	Mammalia	Cricetidae	Reithrodontomys	Metazoa	Rodentia	Reithrodontomys_fulvescens	Peromyscus_polionotus_subgriseus	Reithrodontomys_fulvescens	fulvous_harvest_mouse			omnivore	CostaRica		gut	herbivore	herbivore	wild	Reithrodontomys-fulvescens_SAMEA6809536.ebi_filtered_r1r2interleaved_sampleCombined	study13881
new_caledonian_giant_gecko.1	13114.song.52.s009	13114.0	Rhacodactylus-leachianus_Song52_25064_host_filtered_r1r2combined.fastq.gz	26438474.0	26438122.0	7.422230602000001	7.0	Chordata	Reptilia	Diplodactylidae	Rhacodactylus	Metazoa	Squamata	Rhacodactylus_leachianus	Gekko_japonicus	Rhacodactylus_leachianus	New_Caledonian_giant_gecko	flightless	terrestrial,flightless	omnivore	USA			omnivore	omnivore	captive	Rhacodactylus-leachianus_Song52_25064_filtered_r1r2interleaved	study13114
rhea.3	11166.NATL.25017.rhea	11166.0	Rhea-americana_S_S_Temp_D706-AK1780_filtered_r1r2combined.fastq.gz	24251830.0	24239394.0	7.384521757999999	7.0	Chordata	Aves	Rheidae	Rhea	Metazoa	Rheiformes	Rhea_americana	Rhea_americana	Rhea_americana	rhea	flightless			USA			omnivore	omnivore	captive	Rhea-americana_S_S_Temp_D706-AK1780_filtered_r1r2interleaved	study11166
darwins_rhea.1	11166.ZU.18256.rhea	11166.0	Rhea-pennata_S_S_Temp_D709-AK1543_filtered_r1r2combined.fastq.gz	9620260.0	9618324.0	6.983099402000001	7.0	Chordata	Aves	Rheidae	Pterocnemia	Metazoa	Rheiformes	Rhea_pennata	Rhea_pennata	Pterocnemia_pennata	Darwins_rhea	flightless			Switzerland			herbivore	herbivore	captive	Rhea-pennata_S_S_Temp_D709-AK1543_filtered_r1r2interleaved	study11166
goldman's_water_mouse.1	13881.SAMEA6809537	13881.0	Rheomys-raptor_SAMEA6809537.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3793610.0	3775152.0	6.576934442000001	7.0	Chordata	Mammalia	Cricetidae	Rheomys	Metazoa	Rodentia	Rheomys_raptor	Sigmodon_hispidus	Rheomys_raptor	Goldman's_water_mouse			carnivore	CostaRica		gut	carnivore	carnivore	wild	Rheomys-raptor_SAMEA6809537.ebi_filtered_r1r2interleaved_sampleCombined	study13881
greater_indian_rhinoceros.1	13881.SAMEA6809518	13881.0	Rhinoceros-unicornis_SAMEA6809518.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	18814750.0	18808154.0	7.274346172	7.0	Chordata	Mammalia	Rhinocerotidae	Rhinoceros	Metazoa	Perissodactyla	Rhinoceros_unicornis	Rhinoceros_unicornis	Rhinoceros_unicornis	greater_Indian_rhinoceros			herbivore	Nepal		feces	herbivore	herbivore	wild	Rhinoceros-unicornis_SAMEA6809518.ebi_filtered_r1r2interleaved_sampleCombined	study13881
wreathed_hornbill.1	13114.song.53.s002	13114.0	Rhyticeros-undulatus_Song53_24055_host_filtered_r1r2combined.fastq.gz	19176318.0	19175798.0	7.282753446	7.0	Chordata	Aves	Bucerotidae	Rhyticeros	Metazoa	Bucerotiformes	Rhyticeros_undulatus	Buceros_rhinoceros_silvestris	Rhyticeros_undulatus	Wreathed_hornbill	flighted	terrestrial,flight	omnivore	USA			omnivore_frugivore	omnivore	captive	Rhyticeros-undulatus_Song53_24055_filtered_r1r2interleaved	study13114
chamois.1	13881.SAMEA6809564	13881.0	Rupicapra-rupicapra_SAMEA6809564.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5416568.0	5122552.0	6.709486376	7.0	Chordata	Mammalia	Bovidae	Rupicapra	Metazoa	Artiodactyla	Rupicapra_rupicapra	Ammotragus_lervia	Rupicapra_rupicapra	chamois			herbivore	Austria		feces	herbivore	herbivore	wild	Rupicapra-rupicapra_SAMEA6809564.ebi_filtered_r1r2interleaved_sampleCombined	study13881
sambar.1	13881.SAMEA6809389	13881.0	Rusa-unicolor_SAMEA6809389.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7485514.0	7485010.0	6.874192385	7.0	Chordata	Mammalia	Cervidae	Rusa	Metazoa	Artiodactyla	Rusa_unicolor	Przewalskium_albirostris	Rusa_unicolor	Sambar			herbivore	VietNam		feces	herbivore	herbivore	wild	Rusa-unicolor_SAMEA6809389.ebi_filtered_r1r2interleaved_sampleCombined	study13881
roach_minnow.1	13881.SAMEA6809408	13881.0	Rutilus-rutilus_SAMEA6809408.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1317812.0	1001098.0	6.000476593999998	6.0	Chordata	Actinopterygii	Leuciscidae	Rutilus	Metazoa	Cypriniformes	Rutilus_rutilus	Pimephales_promelas	Rutilus_rutilus	roach_minnow			omnivore	Austria		gut	carnivore	carnivore	wild	Rutilus-rutilus_SAMEA6809408.ebi_filtered_r1r2interleaved_sampleCombined	study13881
alpine_shrew.1	13881.SAMEA6809519	13881.0	Salamandra-atra_SAMEA6809519.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	606002.0	605706.0	5.7822618760000015	6.0	Chordata	Amphibia	Salamandridae	Salamandra	Metazoa	Caudata	Salamandra_atra	Ambystoma_mexicanum	Salamandra_atra	Alpine_Salamander			carnivore	Austria		feces	insectivore	carnivore	wild	Salamandra-atra_SAMEA6809519.ebi_filtered_r1r2interleaved_sampleCombined	study13881
river_trout.1	13881.SAMEA6809412	13881.0	Salmo-trutta_SAMEA6809412.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1146406.0	1075514.0	6.031616068	6.0	Chordata	Actinopterygii	Salmonidae	Salmo	Metazoa	Salmoniformes	Salmo_trutta	Salmo_trutta	Salmo_trutta	river_trout			carnivore	Austria		gut	carnivore	carnivore	wild	Salmo-trutta_SAMEA6809412.ebi_filtered_r1r2interleaved_sampleCombined	study13881
brown_woolly_monkey.5	13881.SAMEA6809440	13881.0	Salmo-trutta_SAMEA6809440.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2171866.0	1924080.0	6.284223125	6.0	Chordata	Actinopterygii	Salmonidae	Salmo	Metazoa	Salmoniformes	Salmo_trutta_fario	Salmo_trutta_fario	Salmo_trutta	Brown_Trout			carnivore	Austria		gut	carnivore	carnivore	wild	Salmo-trutta_SAMEA6809440.ebi_filtered_r1r2interleaved_sampleCombined	study13881
brook_trout.1	13881.SAMEA6809414	13881.0	Salvelinus-fontinalis_SAMEA6809414.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	576504.0	154434.0	5.18874292	5.0	Chordata	Actinopterygii	Salmonidae	Salvelinus	Metazoa	Salmoniformes	Salvelinus_fontinalis	Salvelinus_namaycush	Salvelinus_fontinalis	brook_trout			carnivore	Austria		feces	carnivore	carnivore	wild	Salvelinus-fontinalis_SAMEA6809414.ebi_filtered_r1r2interleaved_sampleCombined	study13881
